insult,date,comment,Not an Insult
0,20120529153843z,you is so right,Not an Insult
0,,"votul meu: 1. pentru ca.... (8)

2. ...de ce iubesc... de ce-as iubi... (6)

3. niste varzari (7)",Not an Insult
0,20120610155240z,his deserve the beating. you  commit an offence. why resist arrest? had he just surrender his ass would have never got beaten. pure ignorance. a police pull you over  you keep your had on the steering wheel and don't say shyt  unless he ask you a question and you answer without an attitude. when  2 police have  a problem  putting you under arrest  your ass deserve a beaten. now instead of getting a traffic ticket   the dumb nigga get a felony  charge and may be time.,Insult
0,20120610041744z,"look man, i don't think you're an idiot, your statement didn't make sense that's all.  relax.  some fans say stupid things because they're stupid fans, or they're trolls, or whatever.  i can agree with that.  i just can't even believe how defensive you got about your intelligence level. yikes.",Insult
1,20120610005403z,"and you really believe she paid for that car? really??? damn, you dumb! lmao!!!",Not an Insult
0,20120619134306z,are f*cking kidding me.....we still have idiots that don't understand this yet....,Not an Insult
0,20120528045522z,"the main problem with the vatican is that they ""play by their own set of rules"". its why they have been able to get away with molesting little boys for as long as they have. 


not trolling, just stating a fact.",Not an Insult
0,,bientôt mieux david!,Not an Insult
0,20120612135010z,i would say the detective and genious.,Not an Insult
0,20120502184356z,"like my momma always said ""re: leann rimes"" i may be a little overweight, buy you are ugly and i can go on a diet.......can't stand leann rimes or her music.....",Insult
1,,s t f u and pay your dues,Not an Insult
0,20120530121756z,post where you got it from as that is the honest thing to do.  its like stealing unless you post the source.,Not an Insult
0,,@lestatdelc keep licking that democratic ass and see where the blue dogs take you.,Insult
0,,good to see the police where able to get their in time to help this lady get to a rape kit. the police should be held accountable for allowing her to be attacked... after all according to the anti gunners the police should be all we need.,Not an Insult
0,,cant belive what iam reading this libatard belives that jimmy carter was a good pres what a looser. dont worry odumbo will blow jimmy out of the water for worst president ever,Not an Insult
0,20120612015717z,"tv, we are so short-staffed we have tons of stuff in our group right now that only one person can do.  unfortunately.  but this pisses me off because this was data i processed, it was circulated ages ago and she should have been looking at it then, not waiting until the last fucking minute before it goes out to find ""issues"".  and calling the boss instead of sending out an email so everybody could have a clue what was going on?  well, the boss is going to hear about it when she gets back.  this particular person always tries to pull shit when the boss is away.",Insult
0,20120529155437z,"another example of a government gone nuts:

""epa's additional regulations will come at a cost. one conservative estimate is that gasoline prices will increase 6-9 cents more per gallon.
in another outrageous example of an unreasonable regulation, the epa fined refineries $6.8 million in 2011 alone for failing to blend cellulosic biofuel into gasoline and diesel. the only problem is that cellulosic biofuel isn't even commercially available, despite the government's mandate that we had to use 6.6 million gallons of it last year.
worse, epa is mandating that refineries use 8.6 million gallons of cellulosic ethanol this year—regardless of whether or a single drop of cellulosic ethanol is produced.""

http://cnsnews.com/blog/thomas-pyle/overzealous-epa-killing-refineries-hurting-american-consumers


obama's regulators are killing jobs helter skelter!

obama=wpe",Not an Insult
1,20120618203636z,"randal, regarding your first paragraph above, what articulett said!

regarding you second paragraph, you really don't see what you are forced to do here, do you? it's what i see you arguing on your blog and in our co-written book. you stretch things to suit what you believe. you use improbabilities to conclude a probability. you do this all of the time, almost in every case. 

take my speculation that most non-believers, especially former christians, have heard many of the 
things you say in this book, but most christians have not considered the 
things i say in it. (that's how i meant the sentence per aritculett).

first off, when it comes to former christians we were scared to death to seriously doubt our faith. we were scared because of the threat of hell if we get it wrong. you probably do not understand this. when the time comes for you to seriously doubt your faith you will understand it. at that point you must be convinced your faith has almost no probability to it at all in order to reject it, since that is the  point where pascal's wager has no more force on us. so we investigated it thoroughly, most of us. the more educated we are in our faith then the more we must investigate it. so it's more likely what you have said in our book will be things most former christians have considered before.

i have a mountain of anecdotal evidence for this as well. almost every christian i have spoken to always learns something from me and i have learned little or nothing from them. this scenario repeats itself every time i have a disunion with a christian, and can be seen from the responses to my blog over a six and a half year period. i teach them. they do not teach me.

when it comes to non-believers in general studies have shown that non-believers know more about the bible than christians. that's evidence, baby. the probability therefore  that non-believers will not learn as much from you in our book is more likely, than otherwise.

so these speculations of mine have evidence for them. evidence. that's what i'm talking about, here, there, and in our co-written book. you must skirt it at almost every step in order to believe. 

and you provide some evidence that this is what you do here. you compared the probabilities of my speculations with predicting how many people will get rained on next february 18th. i did not say how many believers would learn more from me than you, nor did i speculate how many skeptics would not learn as much from you. i only speculated than most believers would learn more from me. most, as defined as above 50%, minimally. you however compared my speculations with prediction of how many people would get rained on next february 18th. that's asking someone to specify a mathematical number of people who will get rained on. you are also asking for the impossible, or the near impossible, since no one can predict what the weather will be like on one part of the planet seven months from now (charitably assuming that's your comparison rather than asking someone to predict the number of people who will get rained on globally). w

*ahem* there is absolutely no comparative parity here at all.

this is what i see you do all of the time.

the unfortunate thing is that i have to spend 15-20 minutes explaining this to your deluded mind. that's a waste of your mind in my opinion, a waste of an otherwise bright mind who would never use it in like this in any other area of life except when it comes to your faith.

not only that, but i predict you are not done defending this utterly ignorant comparison.

you do realize that i've stopped wasting so much time blogging because of christan like you, correct? your reasoning abilities when it comes to your faith is just that bad, sorry. i have no hopes of convincing you jsut as i have no hopes of convincing a leader in scientology. you cannot be argued out of your faith because you were never reasoned into it in the first place.

there is only hope for others.",Not an Insult
